Id,Reputation,UpVotes,DownVotes,AccountId
"87004","1","0","0","8778750"
"87005","1","0","0","1962530"
"87006","91","13","0","7521512"
"87008","1","0","0","8785503"
"87010","101","0","0","3777195"
"87014","8","0","0","6467400"
"87015","1","0","0","5152863"
"87016","109","0","0","8393758"
"87017","1","0","0","8783732"
"87018","1","0","0","2409434"
"87019","1","0","0","8702981"
"87020","1","0","0","5684176"
"87021","1","0","0","8412495"
"87022","1","0","0","5727758"
"87024","1","0","0","7175898"
"87025","1","0","0","8787698"
"87026","1","0","0","8225232"
"87029","1","0","0","8752491"
"87030","1","0","0","7476099"
"87031","1","0","0","4928165"
"87032","1","0","0","8788186"
"87033","1","0","0","3809922"
"87034","1","0","0","8788251"
"87036","6","0","0","7756320"
"87037","1","0","0","2270566"
"87038","184","20","0","1534251"
"87039","1","0","0","5128638"
"87041","1","0","0","6375540"
"87042","121","8","0","8593046"
"87043","11","0","0","6529116"
"87045","146","0","0","7943731"
"87047","1","0","0","4532713"
"87049","148","6","0","4193680"
"87050","1","0","0","8790277"
"87054","101","1","0","2335292"
"87055","152","26","8","6206742"
"87056","18","1","0","8790952"
"87057","1","0","0","7975128"
"87059","1","0","0","8105911"
"87060","1","0","0","8791309"
"87062","1","0","0","8791723"
"87063","101","0","0","2360007"
"87064","13","0","0","5338385"
"87065","111","0","0","938525"
"87066","1","0","0","4150396"
"87067","101","0","0","1431522"
"87069","1","0","0","8688521"
"87070","21","0","0","5384743"
"87071","1","0","0","6505642"
"87073","101","0","0","8793256"
"87074","1","0","0","3456410"
"87075","1","0","0","7821945"
"87076","1","0","0","5446779"
"87077","101","0","0","1747227"
"87078","1","0","0","6170709"
"87079","1","0","0","8756554"
"87081","101","0","0","38458"
"87082","8","0","0","8794255"
"87083","1","0","0","6550168"
"87085","1","0","0","8645578"
"87086","101","2","0","2462512"
"87087","1","0","0","2904974"
"87088","101","0","0","4319874"
"87091","106","0","0","2784308"
"87093","101","1","0","3833501"
"87094","101","3","0","2259853"
"87095","34","1","0","8795743"
"87096","1","0","0","3981172"
"87097","683","7","0","8795754"
"87098","1","0","0","6862229"
"87099","101","1","0","1364434"
"87100","1","0","0","4448040"
"87101","101","0","0","394396"
"87103","21","0","0","8796820"
"87104","1","0","0","8546430"
"87105","1","0","0","2900382"
"87106","1","0","0","1332587"
"87107","8","0","0","7119556"
"87109","11","0","0","8797253"
"87110","106","0","0","7337552"
"87111","1","0","0","8797527"
"87113","1","0","0","7094989"
"87114","1","0","0","8734371"
"87115","101","3","0","7550944"
"87116","126","55","0","3082985"
"87118","26","8","0","8798551"
"87119","101","1","0","4801098"
"87120","1","0","0","4611335"
"87121","1","0","0","8798878"
"87123","101","0","0","1184810"
"87124","101","0","0","8164271"
"87125","1","0","0","8799665"
"87126","101","0","0","551266"
"87127","116","0","0","4990812"
"87128","16","0","0","8800340"
"87129","1","0","0","8649867"
"87130","8","0","0","6140639"
"87131","4","0","0","8789382"
"87132","1","0","0","4783832"
"87133","1","0","0","8066132"
"87134","8","0","0","8780570"
"87136","1","0","0","1937547"
"87138","101","4","0","6867102"
"87139","101","0","0","2363141"
"87140","101","0","0","2474881"
"87141","1","0","0","2550997"
"87142","1","0","0","901876"
"87143","6","0","0","6103109"
"87144","1","0","0","8802473"
"87145","101","0","0","994336"
"87147","101","0","0","7034529"
"87148","1","0","0","2744200"
"87149","21","1","0","8803657"
"87150","1","0","0","5400621"
"87151","1","0","0","8803942"
"87153","1","0","0","6199392"
"87154","1","0","0","6209249"
"87155","1","0","0","8804244"
"87157","101","1","0","900736"
"87158","1","0","0","2927261"
"87159","1","0","0","7169958"
"87160","1","0","0","8805327"
"87161","1","0","0","8393570"
"87162","1","0","0","7988215"
"87163","1","0","0","348448"
"87164","1","0","0","3415731"
"87166","1","0","0","5844772"
"87167","6","0","0","8525608"
"87168","1","0","0","1212159"
"87169","1","0","0","8805145"
"87170","36","1","0","8806138"
"87171","1","0","0","8415780"
"87172","1","0","0","2879773"
"87173","1","0","0","8328348"
"87174","1","0","0","8804816"
"87175","101","20","0","8208748"
"87176","1","0","0","8759097"
"87177","1","0","0","5443000"
"87178","1","0","0","7329461"
"87179","1","0","0","8806726"
"87180","101","0","0","15357"
"87181","1","0","0","4675119"
"87185","16","0","0","8807442"
"87186","1","0","0","7903364"
"87187","11","0","0","547765"
"87188","101","3","0","219731"
"87189","101","3","0","8753037"
"87190","1","0","0","6347351"
"87193","101","0","0","4753516"
"87194","1","0","0","7112881"
"87196","1","0","0","3783371"
"87197","101","1","0","5230156"
"87198","1","0","0","8806619"
"87199","101","0","0","7116787"
"87201","11","0","0","1067660"
"87202","1","0","0","3414741"
"87203","21","0","0","8740087"
"87204","1","0","0","878634"
"87205","6","0","0","8810070"
"87206","1","0","0","3853254"
"87208","1","0","0","7152979"
"87209","11","0","0","8810986"
"87210","1","0","0","1478606"
"87211","101","0","0","127846"
"87212","1","0","0","6347635"
"87213","101","0","0","8794930"
"87214","17","0","0","8811902"
"87215","1","0","0","8750812"
"87216","101","0","0","1756361"
"87217","1","0","0","6682276"
"87218","1","0","0","8811732"
"87219","101","1","0","4438710"
"87221","1","0","0","7657529"
"87223","1","0","0","8813245"
"87224","1","0","0","2195481"
"87225","1","0","0","8792661"
"87226","101","0","0","3595799"
"87227","130","3","0","5293995"
"87228","139","4","0","8813434"
"87229","1","0","0","8447141"
"87230","1","0","0","4568005"
"87231","6","0","0","8172973"
"87232","1","0","0","8814091"
"87233","101","0","0","1681428"
"87234","16","0","0","8814172"
"87235","1","0","0","279653"
"87236","1","0","0","8812506"
"87238","16","0","0","7377405"
"87239","1","0","0","8586693"
"87241","6","0","0","5917284"
"87243","6","0","0","8814791"
"87244","1","0","0","8814972"
"87245","23","0","0","8815052"
"87246","1","0","0","6974189"
"87247","6","0","0","8815253"
"87248","106","0","0","7664222"
"87249","1","0","0","7370661"
"87252","1","0","0","8794548"
"87253","1","0","0","8815675"
"87254","1","0","0","7734161"
"87255","1","0","0","8815883"
"87256","1","0","0","7729887"
"87257","101","1","0","4438251"
"87258","1","0","0","7917781"
"87259","101","0","0","4755642"
"87260","101","1","0","4416651"
"87261","1","0","0","4949436"
"87262","1","0","0","1750570"
"87263","1","0","0","1084402"
"87264","101","0","0","3789968"
"87265","1","0","0","8766753"
"87266","1","0","0","8747304"
"87268","1","0","0","5082894"
"87269","6","0","0","8819967"
"87270","138","5","0","116155"
"87271","1","0","0","5516874"
"87272","11","0","0","8820090"
"87273","8","0","0","8820132"
"87274","1","0","0","390074"
"87275","16","0","0","410828"
"87276","1","0","0","6861216"
"87277","1","0","0","8220406"
"87278","1","0","0","7749293"
"87279","101","1","0","3771687"
"87280","101","6","0","5480164"
"87283","101","0","0","3403371"
"87284","1","0","0","8568320"
"87285","101","0","0","8057826"
"87286","21","0","0","6826512"
"87287","1","0","0","5742997"
"87288","1","0","0","8823228"
"87289","101","3","0","242559"
"87290","221","0","0","333966"
"87291","101","0","0","4272330"
"87292","1","0","0","8120238"
"87293","101","0","0","3311182"
"87294","13","0","0","8824063"
"87295","1","0","0","8824193"
"87296","1","0","0","8794283"
"87297","1","0","0","6602546"
"87298","101","0","0","8556"
"87299","101","0","0","1173964"
"87301","101","3","0","474415"
"87304","101","0","0","108572"
"87305","6","0","0","3493875"
"87306","1","0","0","8092722"
"87307","101","2","0","1689218"
"87310","101","0","0","896485"
"87311","11","0","0","1414256"
"87312","1","0","0","1910481"
"87314","75","3","0","3474661"
"87315","101","3","0","114965"
"87316","1","0","0","8826237"
"87317","1","0","0","3973428"
"87318","1","0","0","5340710"
"87319","1","0","0","8813737"
"87320","1","0","0","3225547"
"87321","101","0","0","8822423"
"87322","43","1","0","411579"
"87323","1","0","0","8444184"
"87324","101","0","0","8282291"
"87325","1","0","0","8827773"
"87326","1","0","0","7922588"
"87327","101","0","0","5746327"
"87328","1","0","0","8827955"
"87329","1","0","0","6806213"
"87330","1","0","0","8827919"
"87332","101","1","0","1959897"
"87333","24","0","0","8823198"
"87334","1","0","0","8828797"
"87335","1","0","0","8158233"
"87336","1","0","0","8822671"
"87337","1","0","0","8829297"
"87338","106","1","0","2002613"
"87339","1","0","0","6663188"
"87340","8","0","0","6087811"
"87341","6","0","0","8829526"
"87342","16","0","0","8829708"
"87343","1","0","0","8829766"
"87344","1","0","0","4876745"
"87346","16","1","0","8436864"
"87347","1","0","0","3642414"
"87348","101","0","0","173728"
"87349","101","0","0","343969"
"87350","1","0","0","8750442"
"87351","101","1","0","222412"
"87352","1","0","0","8743594"
"87353","1","0","0","8829982"
"87354","1","0","0","4973808"
"87355","101","0","0","2451105"
"87356","1","0","0","8831359"
"87357","2","0","0","8831461"
"87358","101","0","0","21462"
"87359","118","2","0","5646834"
"87360","101","0","0","80339"
"87361","1","0","0","6231775"
"87362","1","0","0","8520489"
"87363","1","0","0","8831917"
"87365","1","0","0","8764279"
"87366","101","3","0","208857"
"87367","101","0","0","2409239"
"87368","6","0","0","8832677"
"87369","1","0","0","8793328"
"87370","101","2","0","220289"
"87371","113","2","0","1407438"
"87373","1","0","0","8771188"
"87374","6","0","0","8833236"
"87375","1","0","0","6418504"
"87376","101","55","0","4295165"
"87377","101","0","0","1623363"
"87378","1","0","0","8834309"
"87379","1","0","0","5713315"
"87380","1","0","0","8830110"
"87381","1","0","0","7867959"
"87382","101","0","0","2917844"
"87383","1","0","0","6705827"
"87384","101","0","0","366651"
"87387","1","0","0","6492432"
"87388","106","0","0","5835295"
"87389","1","0","0","2042095"
"87390","179","0","0","8835571"
"87392","1","0","0","8835892"
"87393","1","0","0","8835913"
"87394","6","0","0","6061539"
"87395","1","0","0","8189184"
"87396","1","0","0","1490430"
"87397","101","4","0","4716918"
"87398","1","0","0","3424551"
"87399","101","0","0","5640630"
"87400","1","0","0","1824852"
"87401","1","0","0","8572493"
"87402","101","1","0","1729017"
"87404","101","0","0","2546833"
"87405","4","0","0","8837176"
"87406","14","0","0","8837244"
"87407","1","0","0","8837341"
"87408","1","0","0","8837446"
"87409","1","0","0","8837482"
"87410","1","0","0","4304949"
"87411","29","0","0","8837757"
"87412","1","0","0","8073318"
"87413","101","5","0","124743"
"87414","101","1","0","543178"
"87415","101","1","0","2028324"
"87416","1","0","0","4486571"
"87417","23","2","0","8222456"
"87418","1","0","0","8335099"
"87419","1","0","0","8838853"
"87420","101","0","0","469303"
"87421","6","0","0","4819247"
"87422","119","4","0","8839229"
"87424","1","0","0","265854"
"87425","6","0","0","5330718"
"87426","1","0","0","7818479"
"87427","1","0","0","7104355"
"87428","1","0","0","7447654"
"87430","101","0","0","8645566"
"87431","101","1","0","3119"
"87432","1","0","0","5556559"
"87433","1","0","0","8840442"
"87434","1","0","0","8840457"
"87435","1","0","0","8840562"
"87436","1","0","0","8840580"
"87437","1","0","0","5599216"
"87438","1","0","0","7954459"
"87441","111","3","0","6813241"
"87443","1","0","0","8593482"
"87444","6","0","0","8787929"
"87445","1","0","0","8817444"
"87446","101","0","0","4898046"
"87447","101","26","0","2733118"
"87448","1","0","0","8810072"
"87449","138","3","0","8054421"
"87450","101","1","0","6337624"
"87451","1","0","0","8842341"
"87452","120","0","0","7695470"
"87453","101","0","0","5071599"
"87454","1","0","0","458959"
"87455","101","0","0","8842619"
"87456","3","0","0","8480755"
"87457","101","0","0","7060375"
"87459","1","0","0","8843047"
"87460","101","0","0","6741127"
"87461","18","0","0","6844442"
"87463","3","0","0","7534904"
"87464","101","3","0","2393508"
"87465","101","0","0","8842077"
"87466","1","0","0","8131804"
"87467","101","2","0","6294667"
"87468","101","0","0","5798078"
"87469","1","0","0","1853436"
"87470","1","0","0","8781501"
"87471","101","1","0","2554254"
"87472","1","0","0","2935749"
"87473","1","0","0","8844494"
"87474","1","0","0","8844469"
"87475","101","0","0","459577"
"87476","1","0","0","4675165"
"87477","1","0","0","4454552"
"87478","97","1","0","6296091"
"87479","1","0","0","399199"
"87480","1","0","0","8725454"
"87481","101","0","0","8845076"
"87482","1","0","0","7369860"
"87483","1","0","0","6863337"
"87484","1","0","0","6503166"
"87485","1","0","0","8845785"
"87486","101","0","0","284617"
"87487","196","0","0","7192187"
"87489","11","0","0","8846590"
"87490","1","0","0","6505588"
"87491","4","0","0","6327042"
"87492","101","7","0","2992120"
"87493","118","1","0","1389180"
"87494","101","0","0","8639989"
"87495","101","0","0","8712435"
"87496","101","5","0","3938935"
"87498","101","0","0","5140865"
"87499","1","0","0","6100644"
"87500","101","0","0","251362"
"87501","101","0","0","991351"
"87502","1","0","0","8741131"
"87503","1","0","0","7501604"
"87504","1","0","0","8825370"
"87506","26","0","0","8849244"
"87507","101","2","0","221948"
"87508","101","0","0","7488110"
"87510","101","4","0","4154430"
"87511","1","0","0","3854900"
"87512","94","0","0","7565914"
"87513","8","0","0","8720834"
"87514","101","7","0","6278494"
"87515","101","2","0","6940201"
"87517","101","1","0","146523"
"87518","101","2","0","200409"
"87519","1","0","0","2570810"
"87520","101","0","0","1036742"
"87521","13","0","0","5481820"
"87522","1","0","0","3901856"
"87523","101","7","0","6547300"
"87524","21","0","0","8843860"
"87525","1","0","0","8802214"
"87527","101","2","0","2887173"
"87528","1","0","0","1740088"
"87530","101","0","0","4766753"
"87531","1","0","0","7034507"
"87532","1","0","0","3163736"
"87533","6","0","0","8854052"
"87534","1","0","0","8698855"
"87535","1","0","0","8854231"
"87536","1","0","0","8835691"
"87537","1","0","0","8320995"
"87538","1","0","0","6183189"
"87539","1","0","0","7054252"
"87541","101","0","0","2548126"
"87542","1","0","0","8855656"
"87543","1","0","0","7094063"
"87544","28","0","0","6869356"
"87545","101","0","0","3263852"
"87546","1","0","0","4123903"
"87547","101","0","0","5357823"
"87548","1","0","0","5065196"
"87549","101","1","0","107014"
"87550","101","1","0","309946"
"87551","106","1","0","2327610"
"87552","1","0","0","7253506"
"87554","1","0","0","3334070"
"87555","1","0","0","5346718"
"87556","1","0","0","3310882"
"87557","1","0","0","8648863"
"87560","1","0","0","8629231"
"87561","490","6","3","8065380"
"87562","101","0","0","1484050"
"87564","1","0","0","8857633"
"87565","101","1","0","8359304"
"87566","1","0","0","8857668"
"87567","1","0","0","8699598"
"87568","111","1","0","2668926"
"87569","1","0","0","8843437"
"87570","101","0","0","8088804"
"87571","11","0","0","8858328"
"87572","123","1","0","4595898"
"87574","101","0","0","930576"
"87575","106","0","0","268703"
"87576","101","0","0","8858658"
"87577","1","0","0","8858765"
"87578","1","0","0","8197287"
"87579","1","0","0","1405624"
"87580","101","4","0","477596"
"87581","1","0","0","2630723"
"87582","1","0","0","8859555"
"87583","1","0","0","8164668"
"87585","1","0","0","8859697"
"87587","101","25","0","3087491"
"87588","101","0","0","3415465"
"87589","1","0","0","5443270"
"87590","142","8","0","8522833"
"87591","1","0","0","8852179"
"87592","11","0","0","7504907"
"87593","1","0","0","8646692"
"87594","101","0","0","8041990"
"87595","23","3","0","6532561"
"87596","1","0","0","3952974"
"87597","101","0","0","4141733"
"87599","101","0","0","2125250"
"87600","101","0","0","8591955"
"87601","101","0","0","324547"
"87602","6","0","0","7659691"
"87603","101","0","0","5690460"
"87604","1","0","0","6730629"
"87605","101","6","0","2501615"
"87606","1","0","0","8863068"
"87607","1","0","0","3287699"
"87608","1","0","0","8528769"
"87610","148","1","0","5543088"
"87611","1","0","0","3040351"
"87612","1","0","0","8864604"
"87613","1","0","0","8864793"
"87614","1","0","0","1058646"
"87615","1","0","0","3353995"
"87616","1","0","0","8654696"
"87619","108","0","0","6655895"
"87620","110","0","0","5595658"
"87622","1","0","0","8528113"
"87623","6","0","0","8866138"
"87624","1","0","0","6860506"
"87625","1","0","0","6695356"
"87628","1","0","0","1259929"
"87629","1","0","0","2427772"
"87630","101","3","0","171962"
"87631","146","3","0","3520439"
"87632","101","3","0","5264814"
"87633","101","2","0","5832566"
"87634","1","0","0","6270005"
"87635","1","0","0","6152830"
"87636","6","0","0","3349263"
"87637","101","0","0","3289989"
"87638","1","0","0","8868584"
"87639","1","0","0","8868615"
"87640","101","0","0","2186060"
"87641","1","0","0","4867827"
"87643","1","0","0","456053"
"87645","1","0","0","8252955"
"87646","101","0","0","3295098"
"87650","1","0","0","7529107"
"87652","1","0","0","7727191"
"87653","1","0","0","6919016"
"87654","101","2","0","8823"
"87655","44","4","0","8117653"
"87657","1","0","0","8867861"
"87658","1","0","0","2708082"
"87659","1","0","0","7456902"
"87660","101","6","0","34404"
"87661","101","19","0","2698833"
"87662","1","0","0","3450596"
"87663","1","0","0","8805273"
"87664","1","0","0","7923198"
"87665","11","0","0","8873312"
"87666","1","0","0","6716166"
"87667","1","0","0","4736764"
"87669","101","0","0","2424649"
"87670","101","2","0","3388031"
"87671","101","0","0","402736"
"87672","101","2","0","88191"
"87673","1","0","0","8722025"
"87674","1","0","0","8831697"
"87675","101","0","0","86519"
"87676","1","0","0","8874765"
"87677","1","0","0","3804561"
"87678","101","0","0","1062659"
"87679","11","0","0","8874959"
"87681","1","0","0","3931395"
"87682","1","0","0","2357669"
"87683","1","0","0","8849262"
"87684","1","0","0","7550586"
"87685","6","0","0","8876149"
"87686","1","0","0","8876209"
"87687","101","1","0","32101"
"87688","6","0","0","8289762"
"87689","1","0","0","6828835"
"87690","1","0","0","4899974"
"87691","1","0","0","8876631"
"87692","101","0","0","1884625"
"87693","101","0","0","4219738"
"87694","1","0","0","3751071"
"87695","101","0","0","2843941"
"87696","101","2","0","2324958"
"87697","3","0","0","8855664"
"87698","1","0","0","8877312"
"87699","1","0","0","7334226"
"87700","39","0","0","5523224"
"87701","101","2","0","1655582"
"87703","101","4","0","6509142"
"87704","96","0","0","6302895"
"87705","1","0","0","8878339"
"87706","101","2","0","889899"
"87707","101","0","0","2353681"
"87708","1","0","0","4720669"
"87709","1","0","0","2413421"
"87710","1","0","0","8385000"
"87711","1","0","0","2974201"
"87712","103","1","0","4510691"
"87713","1","0","0","3238324"
"87714","1","0","0","8878030"
"87716","1","0","0","4476482"
"87718","101","0","0","3708110"
"87719","101","0","0","8839704"
"87720","128","14","0","6470926"
"87721","1","0","0","8880481"
"87722","1","0","0","2469423"
"87723","8","0","0","8880733"
"87724","1","0","0","8878864"
"87725","1","0","0","7091897"
"87726","101","0","0","897479"
"87727","101","0","0","8881610"
"87728","1","0","0","2184099"
"87729","1","0","0","6786893"
"87730","1","0","0","8881887"
"87731","8","0","0","8881125"
"87732","1","0","0","2838413"
"87734","1","0","0","8125686"
"87737","101","0","0","7884068"
"87738","101","0","0","5682834"
"87740","101","2","0","2244851"
"87741","111","0","0","3305143"
"87742","101","0","0","369777"
"87743","6","0","0","3199645"
"87744","1","0","0","8883223"
"87745","1","0","0","7599224"
"87746","1","0","0","8883408"
"87748","18","0","0","7887302"
"87749","1","0","0","8883469"
"87750","1","0","0","929160"
"87751","89","0","0","387639"
"87752","1","0","0","5880134"
"87753","1","0","0","6426725"
"87754","1","0","0","3951818"
"87757","101","0","0","212536"
"87758","101","0","0","4133023"
"87761","1","0","0","7567421"
"87762","1","0","0","7916679"
"87765","1","0","0","8885411"
"87766","101","0","0","66276"
"87767","32","2","0","8724638"
"87771","1","0","0","8886382"
"87772","1","0","0","2559169"
"-1","1","3171","7736","-1"
"2","101","0","4","34933"
"3","101","1","0","2"
"4","101","4","0","1998"
"5","101","45","0","3"
"6","721","9","0","21810"
"7","1046","93","3","2648"
"8","908","216","1","23996"
"9","397","13","1","164953"
"10","3146","81","3","11611"
"12","101","0","0","19287"
"13","2126","123","0","31216"
"14","2882","2171","247","45404"
"15","213","6","0","12786"
"16","101","9","0","59425"
"18","3229","379","0","11895"
"19","2145","30","0","26473"
"20","21946","2719","418","159450"
"21","243","8","0","60580"
"22","382","17","0","79548"
"23","359","6","0","33997"
"27","867","3","9","508512"
"28","101","12","0","156786"
"29","1329","29","1","159262"
"30","661","18","0","22595"
"31","159","6","1","29524"
"32","101","0","0","44529"
"33","519","70","1","140148"
"34","2422","21","1","5428"
"35","2865","104","1","141826"
"36","101","6","0","7848"
"37","1015","132","5","26275"
"38","183","5","0","57491"
"40","325","32","24","105898"
"41","173","36","0","50855"
"42","151","0","0","45595"
"43","472","18","2","161165"
"44","196","15","0","508513"
"45","150","9","1","58259"
"47","3916","136","1","317"
"48","645","22","7","8174"
"49","101","10","0","7025"
"50","245","30","0","58013"
"51","28837","4039","794","56851"
"52","101","1","0","369"
"53","143","8","0","120092"
"54","101","0","0","14443"
"55","3612","116","6","442"
"56","359","41","4","45214"
"57","101","0","0","13408"
"58","168","16","0","1536"
"59","101","0","0","4"
"60","101","2","0","71200"
"61","101","5","0","53410"
"62","132","50","2","508514"
"63","101","6","0","9652"
"64","116","1","0","5257"
"65","141","27","1","1229"
"66","51","0","0","182066"
"67","186","29","1","4355"
"68","336","10","0","44643"
"69","193","12","1","21558"
"70","286","9","0","1798"
"72","118","30","0","1951"
"73","1968","92","4","35269"
"74","26","1","0","58522"
"75","101","0","0","6555"
"77","101","9","0","10759"
"78","101","17","0","38294"
"79","716","15","9","43896"
"81","11","0","0","166032"
"82","209","4","0","61707"
"83","264","27","0","30583"
"85","101","0","0","13805"
"86","101","0","0","486944"
"87","101","16","0","88"
"88","346","4","0","508515"
"89","539","31","0","124796"
"90","101","0","0","18474"
"91","178","46","3","18427"
"92","141","23","0","19086"
"93","960","98","13","20084"
"94","637","11","0","126166"
"95","101","20","1","73784"
"96","1990","13","0","38684"
"97","653","40","1","110659"
"98","221","10","0","77721"
"100","223","26","0","23248"
"101","2463","90","10","34702"
"102","892","70","2","87565"
"104","101","0","0","42324"
"105","1","0","0","153463"
"106","649","2","0","157606"
"107","340","9","1","27864"
"108","101","10","0","4585"
"109","101","9","0","21709"
"111","1139","57","0","131683"
"112","101","0","0","42195"
"113","21","0","0","119687"
"115","222","20","0","159484"
"116","101","4","0","70315"
"117","293","11","0","38049"
"118","2063","246","5","1917"
"119","5133","201","27","6978"
"120","1997","51","6","508516"
"122","211","15","0","2991"
"123","101","8","0","45157"
"125","101","6","0","6084"
"126","101","3","0","24731"
"127","814","33","2","508517"
"128","101","3","0","105041"
"129","101","7","0","3968"
"130","101","6","0","27906"
"131","101","6","0","13988"
"132","101","4","0","22678"
"133","101","2","0","4347"
"135","596","2","0","1307"
"136","1525","57","0","58477"
"137","444","59","4","8646"
"138","1942","43","1","70270"
"139","101","3","0","15006"
"140","184","18","0","149960"
"141","1645","9","0","53841"
"142","1055","56","8","199074"
"144","93","21","1","147924"
"145","181","2","0","12733"
"146","101","37","2","1"
"148","3882","153","4","142589"
"150","101","8","0","12037"
"152","101","5","0","25639"
"153","101","7","0","1153"
"154","5677","86","2","508518"
"155","101","36","0","29738"
"156","101","2","0","12400"
"157","468","36","4","19836"
"158","518","21","0","19908"
"159","2175","198","13","23930"
"160","10883","162","6","5772"
"162","4027","52","4","25312"
"163","1212","42","2","3727"
"164","223","52","0","6609"
"165","2879","198","46","29119"
"166","101","14","0","21721"
"167","298","30","0","25268"
"168","275","4","0","45223"
"169","11","5","0","508519"
"170","240","15","0","13186"
"171","190","3","0","127669"
"173","101","0","0","39897"
"174","220","18","1","892"
"175","101","3","0","1355"
"176","423","14","0","10114"
"177","267","16","0","25817"
"178","554","33","0","65228"
"179","211","7","0","6947"
"181","768","42","7","131273"
"182","1257","53","2","122318"
"183","101","9","0","28826"
"187","1529","415","3","508520"
"188","271","11","0","49496"
"189","13613","374","48","20039"
"190","506","20","0","35522"
"191","149","7","0","73097"
"192","514","34","1","12810"
"193","46","7","0","156512"
"194","111","6","2","164724"
"195","478","42","2","26434"
"196","181","5","0","2295"
"197","101","4","0","27849"
"198","101","6","0","47258"
"199","66","0","0","181476"
"200","171","1","0","508521"
"201","101","5","0","45002"
"202","903","101","4","59991"
"203","101","18","0","20709"
"204","3406","53","4","6381"
"205","356","6","0","164563"
"208","674","13","0","33002"
"209","31","7","0","6471"
"210","101","1","0","42562"
"211","1646","99","7","81853"
"213","152","9","1","33859"
"214","402","59","2","20351"
"215","299","34","0","38567"
"216","410","9","0","24983"
"217","99","2","0","307453"
"218","101","1","0","36597"
"222","590","8","0","95274"
"223","101","0","0","38618"
"225","269","23","7","32852"
"226","235","0","0","508522"
"228","146","2","0","26138"
"229","4078","151","4","40386"
"230","101","0","0","118198"
"231","131","6","1","30027"
"233","178","64","1","7745"
"234","101","2","0","132125"
"235","187","8","0","39255"
"237","159","11","0","44370"
"238","101","5","0","32917"
"239","1","1","0","62739"
"240","585","15","1","16124"
"241","1223","262","1","12326"
"242","101","51","0","25140"
"244","150","50","7","74184"
"245","156","2","0","32354"
"246","131","11","0","93203"
"247","135","0","0","16650"
"248","101","0","0","28958"
"249","583","14","1","6632"
"250","483","73","1","20492"
"251","196","0","0","159194"
"252","709","351","10","125888"
"253","136","3","2","2161"
"254","131","40","0","58193"
"255","131","16","0","167791"
"256","426","0","0","53868"
"258","532","55","2","12169"
"259","5181","236","26","6925"
"260","100","5","1","115697"
"261","310","3","0","164072"
"262","430","28","4","27731"
"263","1215","61","3","1043"
"264","101","3","0","8499"
"265","101","4","0","8168"
"266","121","0","0","508523"
"267","465","28","2","170758"
"268","197","10","0","4512"
"269","126","8","0","9844"
"270","101","17","0","51186"
"271","101","0","0","4653"
"272","101","4","0","35202"
"273","101","14","0","12537"
"274","1573","27","12","173192"
"275","316","5","1","508524"
"276","347","85","4","12937"
"277","253","10","0","26061"
"278","101","65","0","4870"
"279","473","5","2","119792"
"280","117","25","1","896"
"281","66","29","1","508525"
