Id,PostId,VoteTypeId,UserId
"350","75","3",""
"351","11","2",""
"352","50","2",""
"353","165","2",""
"354","102","2",""
"355","157","2",""
"356","178","2",""
"357","178","5","6"
"358","14","2",""
"359","14","5","125"
"360","85","2",""
"361","186","2",""
"362","187","2",""
"363","147","2",""
"364","85","2",""
"366","196","2",""
"367","187","2",""
"368","186","2",""
"370","199","2",""
"371","198","2",""
"372","200","2",""
"373","22","2",""
"374","18","2",""
"375","85","2",""
"376","85","5","159"
"377","60","2",""
"378","186","2",""
"379","25","2",""
"380","8","2",""
"381","8","5","159"
"382","20","2",""
"383","106","2",""
"384","48","2",""
"385","181","2",""
"386","197","2",""
"387","170","2",""
"388","199","2",""
"389","203","2",""
"390","95","2",""
"391","148","2",""
"392","95","5","150"
"393","205","2",""
"394","205","2",""
"395","85","2",""
"396","200","2",""
"397","186","2",""
"398","199","2",""
"399","200","2",""
"401","119","2",""
"402","143","2",""
"403","119","1",""
"404","201","2",""
"405","45","1",""
"406","197","2",""
"407","7","5","120"
"408","137","2",""
"409","198","2",""
"410","212","2",""
"411","212","2",""
"412","209","2",""
"413","195","2",""
"414","210","2",""
"415","212","2",""
"416","207","2",""
"417","103","2",""
"418","213","2",""
"419","50","2",""
"420","96","2",""
"421","75","3",""
"423","7","2",""
"424","205","2",""
"425","177","5","23"
"426","177","2",""
"427","210","2",""
"428","215","2",""
"429","100","2",""
"430","186","2",""
"431","77","2",""
"432","32","1",""
"433","32","2",""
"434","206","2",""
"435","16","2",""
"436","85","2",""
"437","210","2",""
"439","119","2",""
"440","187","2",""
"441","206","2",""
"442","160","2",""
"443","197","2",""
"444","58","2",""
"447","222","5","170"
"448","97","5","167"
"449","207","2",""
"450","9","2",""
"451","145","2",""
"452","180","2",""
"454","190","2",""
"455","220","2",""
"456","88","2",""
"457","30","2",""
"458","93","2",""
"459","30","2",""
"460","185","2",""
"461","38","2",""
"462","165","2",""
"464","33","2",""
"465","207","2",""
"466","40","2",""
"467","224","2",""
"469","152","2",""
"470","20","2",""
"471","216","2",""
"472","228","2",""
"473","225","2",""
"474","234","2",""
"475","212","1",""
"477","217","2",""
"478","234","2",""
"479","212","2",""
"481","94","2",""
"484","238","2",""
"485","195","2",""
"486","234","2",""
"487","119","2",""
"489","183","2",""
"490","226","2",""
"491","109","2",""
"492","174","2",""
"493","137","2",""
"494","109","2",""
"495","228","1",""
"496","238","1",""
"497","246","2",""
"498","246","2",""
"499","90","2",""
"500","61","1",""
"504","24","2",""
"505","119","2",""
"506","7","2",""
"507","246","2",""
"508","245","2",""
"510","137","2",""
"511","252","2",""
"512","204","2",""
"513","41","2",""
"514","87","2",""
"516","246","2",""
"518","246","2",""
"520","102","2",""
"522","161","1",""
"523","169","3",""
"525","239","2",""
"526","119","2",""
"527","212","2",""
"528","25","2",""
"529","74","2",""
"530","36","3",""
"532","24","2",""
"533","82","2",""
"534","82","5","170"
"535","237","2",""
"536","79","2",""
"537","249","5","158"
"539","160","5","136"
"540","160","2",""
"541","245","2",""
"542","246","2",""
"543","255","2",""
"544","176","2",""
"545","239","2",""
"546","183","2",""
"547","177","5","120"
"548","90","5","21"
"549","233","2",""
"550","259","2",""
"551","249","5","55"
"557","9","2",""
"558","221","2",""
"559","203","2",""
"560","7","5","35"
"561","256","2",""
"562","238","2",""
"563","51","5","18"
"564","246","2",""
"565","206","2",""
"566","267","2",""
"567","60","2",""
"568","252","2",""
"569","9","2",""
"570","267","2",""
"571","240","2",""
"572","273","2",""
"574","134","2",""
"576","249","5","136"
"577","204","3",""
"578","85","2",""
"579","239","2",""
"580","184","2",""
"581","268","2",""
"582","268","2",""
"583","273","2",""
"584","275","2",""
"585","241","2",""
"586","249","2",""
"590","184","1",""
"591","154","2",""
"593","7","2",""
"594","280","2",""
"595","281","2",""
"596","239","2",""
"597","100","2",""
"598","134","2",""
"599","119","2",""
"600","90","2",""
"601","252","2",""
"602","240","2",""
"603","201","2",""
"604","176","2",""
"605","254","2",""
"606","202","2",""
"607","248","2",""
"608","260","2",""
"609","280","2",""
"610","281","2",""
"611","280","5","120"
"612","51","2",""
"613","166","2",""
"614","123","2",""
"615","15","2",""
"616","119","2",""
"617","276","2",""
"618","238","2",""
"619","34","2",""
"620","239","2",""
"621","87","2",""
"622","176","2",""
"623","179","2",""
"624","41","5","177"
"625","166","2",""
"626","75","3",""
"627","87","2",""
"628","41","5","164"
"629","41","2",""
"630","267","2",""
"631","246","2",""
"633","286","2",""
"634","14","2",""
"637","7","2",""
"638","273","2",""
"639","271","2",""
"640","278","2",""
"641","279","2",""
"642","270","2",""
"643","116","5","82"
"644","89","2",""
"645","198","2",""
"646","125","2",""
"647","114","10",""
"648","198","2",""
"649","255","2",""
"650","165","2",""
"651","295","2",""
"652","239","2",""
"653","288","2",""
"654","276","2",""
"655","71","2",""
"656","32","2",""
"657","299","2",""
"658","227","2",""
"659","297","2",""
"660","206","2",""
"661","239","2",""
"662","12","2",""
"663","303","10",""
"664","298","2",""
"665","297","2",""
"666","227","2",""
"667","246","2",""
"668","32","2",""
"669","81","2",""
"670","307","2",""
"671","240","2",""
"672","134","2",""
"673","100","2",""
"674","13","2",""
"675","274","2",""
"676","249","2",""
"677","249","5","14"
"678","306","2",""
"679","311","2",""
"680","79","2",""
"681","9","2",""
"682","31","2",""
"683","62","2",""
"684","228","2",""
"685","28","2",""
"686","292","2",""
"688","88","2",""
"689","206","2",""
"690","86","2",""
"691","312","2",""
"692","245","2",""
"693","302","2",""
"694","232","2",""
"695","278","2",""
"696","270","2",""
"697","75","2",""
"698","212","2",""
"699","309","2",""
"700","314","2",""
"701","316","2",""
"702","313","2",""
"703","313","2",""
"704","317","2",""
"705","255","2",""
"706","316","1",""
"707","316","2",""
"708","317","2",""
"709","307","2",""
"710","239","2",""
"711","205","2",""
"712","82","5","189"
"713","234","2",""
"714","205","2",""
"715","318","2",""
"716","318","5","120"
"717","205","3",""
"718","324","2",""
"719","89","2",""
"720","115","2",""
"721","156","2",""
"722","89","5","216"
"723","207","2",""
"724","249","2",""
"725","249","5","97"
"726","326","2",""
"727","328","2",""
"728","98","2",""
"729","176","2",""
"730","20","5","218"
"731","329","2",""
"732","256","2",""
"733","307","2",""
"736","332","2",""
"737","238","2",""
"738","341","2",""
"740","333","2",""
"741","323","2",""
"742","327","2",""
"743","287","2",""
"744","249","2",""
"745","345","2",""
"746","334","2",""
"747","109","2",""
"748","341","2",""
"749","115","2",""
"750","167","2",""
"751","343","2",""
"752","342","2",""
"753","277","2",""
"756","345","2",""
"757","334","2",""
"758","334","5","33"
"759","345","2",""
"760","346","2",""
"761","226","2",""
"763","137","2",""
"764","26","2",""
"765","325","2",""
"766","326","2",""
"767","344","2",""
"768","20","2",""
"770","109","2",""
"771","109","5","234"
"772","346","2",""
"773","335","2",""
"774","102","2",""
"775","255","2",""
"779","353","3",""
"780","206","2",""
"781","106","1",""
"782","333","2",""
"783","330","2",""
"784","268","2",""
"785","324","2",""
"796","137","2",""
"797","226","2",""
"798","360","2",""
"799","245","2",""
"801","353","2",""
"802","245","2",""
"803","246","3",""
"804","305","2",""
"806","304","2",""
"807","9","2",""
"808","221","2",""
"809","226","2",""
"810","210","2",""
"811","214","2",""
"812","206","2",""
"813","176","2",""
"814","301","2",""
"815","206","1",""
"816","254","2",""
"817","357","2",""
"818","363","2",""
"819","246","2",""
"820","255","2",""
"821","66","2",""
"822","70","2",""
"825","301","2",""
"826","346","2",""
"827","221","2",""
"828","346","2",""
"829","226","2",""
"830","174","2",""
"831","42","2",""
"832","179","2",""
"833","248","2",""
"834","158","2",""
"835","41","2",""
"836","343","2",""
"837","168","2",""
"838","331","2",""
"839","367","2",""
"840","246","2",""
"841","234","2",""
"842","239","2",""
"843","249","2",""
"844","249","5","246"
"845","361","2",""
"846","348","2",""
"847","346","2",""
"848","85","5","253"
"849","20","5","253"
"850","372","2",""
"852","206","2",""
"853","85","2",""
"854","85","5","254"
"855","186","2",""
"856","206","2",""
"857","187","2",""
"858","206","2",""
"859","370","2",""
"860","85","2",""
"861","187","2",""
"862","206","2",""
"864","373","2",""
"865","206","2",""
"866","187","2",""
"867","186","2",""
"868","147","2",""
"869","85","2",""
"870","85","5","60"
"871","226","2",""
"872","226","1",""
"873","239","2",""
"874","166","2",""
"875","372","2",""
"876","123","2",""
"877","357","2",""
"878","357","1",""
"879","85","5","252"
"881","334","5","252"
"882","345","2",""
"883","334","2",""
"884","233","1",""
"885","367","2",""
"886","374","5","252"
"887","374","2",""
"888","383","2",""
"890","374","2",""
"891","12","2",""
"892","373","2",""
"893","372","2",""
"894","109","2",""
"895","226","2",""
"896","109","5","7"
"897","373","2",""
"898","50","2",""
"899","382","2",""
"900","373","2",""
"901","85","5","258"
"902","206","2",""
"903","387","2",""
"904","335","2",""
"905","385","2",""
"906","153","2",""
"907","107","2",""
"908","246","2",""
"909","273","2",""
"910","278","2",""
"911","304","2",""
"912","332","2",""
"913","50","2",""
"914","322","2",""
"915","355","2",""
"916","123","2",""
"917","373","2",""
"918","374","2",""
"919","374","5","97"
"920","248","2",""
"921","206","2",""
"922","85","2",""
"923","240","2",""
"924","179","2",""
"925","100","2",""
"927","387","2",""
"928","346","2",""
"929","365","2",""
"930","7","5","253"
"931","316","2",""
"932","109","5","253"
"933","292","2",""
"934","311","2",""
"935","279","3",""
"936","343","2",""
"937","50","2",""
"939","385","2",""
"940","109","2",""
"941","226","2",""
"942","337","2",""
"943","206","2",""
"944","353","3",""
"945","345","2",""
"946","353","3",""
"947","390","2",""
"948","391","2",""
"950","326","2",""
"951","328","3",""
"952","313","2",""
"953","374","2",""
"954","274","2",""
"955","65","2",""
"956","308","2",""
"957","226","2",""
"958","299","1",""
"959","85","2",""
"960","105","2",""
"961","206","2",""
"962","129","2",""
"963","100","2",""
"964","134","2",""
"966","240","2",""
"967","248","2",""
"968","394","2",""
"969","381","2",""
"970","343","2",""
"971","357","2",""
"972","397","2",""
"973","147","2",""
"974","355","2",""
"975","57","1",""
"976","279","2",""
"977","372","2",""
"978","361","3",""
"979","227","2",""
"980","372","2",""
"981","372","5","272"
"982","388","2",""
"983","346","2",""
"984","404","2",""
"985","407","2",""
"986","44","2",""
"987","44","5","252"
"988","341","2",""
"989","339","5","252"
"990","339","2",""
"991","327","2",""
"992","327","5","252"
"993","325","2",""
"994","325","5","252"
"995","326","2",""
"996","226","2",""
"997","109","2",""
"998","328","2",""
"1001","325","2",""
"1002","326","2",""
"1003","328","2",""
"1004","416","2",""
"1006","360","2",""
"1007","413","2",""
"1008","361","2",""
"1009","369","2",""
"1010","398","2",""
"1012","355","2",""
"1013","356","2",""
"1014","85","2",""
"1015","206","2",""
"1016","187","2",""
"1017","255","2",""
"1018","372","2",""
"1019","377","2",""
"1020","384","2",""
"1021","387","2",""
"1022","390","2",""
"1023","268","2",""
"1024","305","2",""
"1025","245","5","7"
"1026","343","2",""
"1034","229","2",""
"1035","326","2",""
"1036","122","2",""
"1037","222","5","7"
"1038","222","2",""
"1039","274","2",""
"1040","41","2",""
"1041","87","2",""
"1042","102","2",""
"1043","276","5","252"
"1044","276","2",""
"1045","123","2",""
"1046","286","2",""
"1047","60","2",""
"1048","417","2",""
"1049","418","2",""
"1050","11","5","7"
"1051","41","5","253"
"1052","166","2",""
"1053","420","2",""
"1054","414","2",""
"1055","412","2",""
"1056","239","2",""
"1057","119","2",""
"1058","418","2",""
"1059","418","5","8"
"1060","418","2",""
"1061","386","2",""
"1063","187","2",""
"1064","85","5","122"
"1065","350","2",""
"1066","352","2",""
"1067","421","2",""
"1068","36","2",""
"1069","422","2",""
"1070","421","2",""
"1071","421","5","229"
"1072","421","2",""
"1073","371","2",""
"1074","356","2",""
"1075","411","2",""
"1076","421","2",""
"1077","210","2",""
"1078","226","2",""
"1079","397","2",""
"1080","379","2",""
"1081","350","2",""
"1082","308","2",""
"1083","249","5","123"
"1084","249","2",""
"1085","425","2",""
"1086","284","2",""
"1087","175","2",""
"1088","326","2",""
"1089","325","5","268"
"1090","325","2",""
"1091","394","2",""
"1092","430","2",""
"1093","351","2",""
"1094","305","2",""
"1095","417","2",""
"1096","394","2",""
"1097","432","2",""
"1098","431","2",""
"1099","352","2",""
"1100","433","2",""
"1101","262","2",""
"1102","85","2",""
"1103","206","2",""
"1104","186","2",""
"1105","60","2",""
"1106","217","2",""
"1107","238","2",""
"1109","256","1",""
"1110","431","2",""
"1111","206","2",""
"1112","409","2",""
"1113","427","2",""
"1114","437","2",""
"1115","434","2",""
"1116","76","2",""
"1117","437","2",""
"1118","414","2",""
"1119","357","2",""
"1120","283","2",""
"1121","322","2",""
"1122","324","2",""
"1123","329","2",""
"1124","355","2",""
"1125","210","2",""
"1126","443","2",""
"1127","355","2",""
"1128","346","2",""
"1129","433","2",""
"1130","210","2",""
"1131","206","2",""
"1132","85","5","290"
"1133","430","2",""
"1134","403","2",""
"1135","343","2",""
"1136","210","2",""
"1138","447","2",""
"1139","370","2",""
"1140","210","2",""
"1142","436","2",""
"1146","210","2",""
"1149","399","2",""
"1152","431","2",""
"1153","451","3",""
"1154","413","2",""
"1155","369","2",""
"1156","22","2",""
"1157","451","3",""
"1158","206","2",""
"1159","436","2",""
"1160","452","3",""
"1161","452","3",""
"1162","85","2",""
"1163","85","5","242"
"1164","206","2",""
"1165","455","2",""
"1166","187","2",""
"1167","186","2",""
"1168","147","2",""
"1169","439","2",""
"1170","389","2",""
"1171","41","2",""
"1172","41","5","242"
"1173","119","2",""
"1174","166","2",""
"1175","123","2",""
"1176","414","2",""
"1177","417","2",""
"1178","456","2",""
"1179","428","2",""
"1180","426","2",""
"1181","437","2",""
"1182","371","2",""
"1183","371","5","242"
"1184","397","2",""
"1185","11","2",""
"1186","11","5","242"
"1188","92","2",""
"1189","360","2",""
"1190","360","5","242"
"1191","8","2",""
"1192","8","5","242"
"1193","394","2",""
"1194","454","2",""
"1195","374","2",""
"1196","455","2",""
"1197","455","5","292"
"1198","452","3",""
"1199","410","2",""
"1200","357","2",""
"1201","455","2",""
"1202","444","2",""
"1203","459","2",""
"1204","9","2",""
"1205","460","2",""
"1206","9","5","214"
"1207","452","3",""
"1208","423","2",""
"1209","452","3",""
"1210","256","2",""
"1211","109","5","290"
"1212","440","2",""
"1213","256","2",""
"1214","346","2",""
"1215","455","5","214"
"1216","424","2",""
"1217","165","2",""
"1219","387","2",""
"1220","455","2",""
"1221","455","5","290"
"1222","463","2",""
"1223","426","2",""
"1224","459","2",""
"1225","7","2",""
"1226","458","2",""
"1227","464","2",""
"1228","439","2",""
"1229","456","2",""
"1230","455","2",""
"1231","460","2",""
"1232","454","2",""
"1233","454","2",""
"1234","444","2",""
"1235","443","2",""
"1236","123","2",""
"1237","267","2",""
"1238","166","2",""
"1239","7","2",""
"1241","466","2",""
"1242","21","2",""
"1243","40","2",""
"1244","451","3",""
"1245","445","2",""
"1246","206","2",""
"1247","187","2",""
"1248","453","2",""
"1249","445","2",""
"1250","454","2",""
"1251","464","2",""
"1252","239","2",""
"1253","447","2",""
"1254","448","2",""
"1255","158","1",""
"1256","154","1",""
"1257","456","2",""
"1258","215","1",""
"1259","145","1",""
"1260","73","1",""
"1261","198","1",""
"1262","434","2",""
"1263","7","2",""
"1265","435","2",""
"1266","256","2",""
"1267","431","2",""
"1269","312","2",""
"1270","455","2",""
"1271","455","5","108"
"1272","462","2",""
"1273","462","1",""
"1274","246","3",""
"1275","255","2",""
"1276","455","5","35"
"1277","466","2",""
"1278","210","2",""
"1279","460","2",""
"1280","421","2",""
"1281","451","3",""
"1282","425","2",""
"1283","455","2",""
"1284","466","2",""
"1286","255","2",""
"1287","426","2",""
"1288","272","2",""
"1289","473","2",""
"1290","462","2",""
"1291","9","5","29"
"1292","85","2",""
"1293","339","2",""
"1294","346","2",""
"1295","341","2",""
"1296","210","2",""
"1297","9","2",""
"1298","455","2",""
"1300","385","2",""
"1301","335","2",""
"1302","335","5","299"
"1305","85","2",""
"1306","474","2",""
"1307","206","2",""
"1308","430","2",""
"1309","181","2",""
"1310","119","2",""
"1311","345","2",""
"1312","99","3",""
"1313","472","5","97"
"1314","472","2",""
"1315","206","2",""
"1316","476","2",""
"1317","294","2",""
"1318","389","2",""
"1319","293","2",""
"1320","7","2",""
"1321","15","2",""
"1322","152","2",""
"1323","302","2",""
"1324","323","2",""
"1325","246","3",""
"1326","206","2",""
"1327","9","5","259"
"1328","476","2",""
"1329","206","2",""
"1330","85","2",""
"1331","480","2",""
"1332","480","5","14"
"1333","9","5","204"
"1334","480","5","29"
"1336","484","3",""
"1337","485","10",""
"1338","482","5","290"
"1339","482","2",""
"1340","267","2",""
"1341","272","2",""
"1342","129","2",""
"1343","483","2",""
"1344","484","3",""
"1346","14","2",""
"1347","14","5","290"
"1348","465","2",""
"1349","85","2",""
"1350","187","2",""
"1352","375","2",""
"1353","268","2",""
"1355","379","2",""
"1356","92","2",""
"1358","487","2",""
"1360","487","2",""
"1361","487","2",""
"1364","487","2",""
"1365","489","2",""
"1366","182","2",""
"1368","210","1",""
"1370","433","2",""
"1371","198","2",""
"1372","355","2",""
"1373","487","2",""
"1374","489","2",""
"1375","489","5","18"
"1376","480","2",""
"1377","267","2",""
"1378","305","2",""
"1379","206","2",""
"1381","187","2",""
"1382","85","2",""
"1383","85","5","308"
"1384","437","2",""
"1386","267","2",""
"1387","482","2",""
"1388","489","2",""
"1389","489","5","301"
"1390","483","2",""
"1391","462","2",""
"1392","451","10",""
"1394","496","2",""
"1395","443","2",""
"1396","493","2",""
"1398","85","2",""
"1399","85","5","310"
"1400","206","2",""
"1402","187","2",""
"1403","260","1",""
"1404","497","2",""
"1408","482","5","97"
"1410","427","2",""
"1412","415","2",""
"1413","450","2",""
"1414","210","2",""
"1416","478","3",""
"1417","483","2",""
"1418","500","2",""
"1419","495","2",""
"1420","495","5","78"
"1421","500","2",""
"1422","184","2",""
"1423","28","2",""
"1424","172","2",""
"1425","231","2",""
"1426","194","2",""
"1427","470","2",""
"1429","481","2",""
"1430","9","2",""
"1431","9","5","55"
"1432","256","2",""
"1433","502","2",""
"1434","508","2",""
"1435","447","2",""
"1436","509","2",""
"1437","507","2",""
"1438","145","2",""
"1439","499","2",""
"1440","177","5","29"
"1442","500","2",""
"1443","507","2",""
"1444","498","2",""
"1445","496","2",""
"1446","504","2",""
"1448","495","2",""
"1449","510","2",""
"1450","41","5","235"
"1451","506","2",""
"1452","517","2",""
"1453","512","2",""
"1454","517","2",""
"1455","85","2",""
"1456","244","2",""
"1457","513","2",""
"1458","267","2",""
"1459","88","1",""
"1460","239","2",""
"1461","239","2",""
"1462","520","2",""
"1463","439","2",""
"1464","263","2",""
"1466","490","2",""
"1467","482","2",""
"1468","488","2",""
"1469","482","5","302"
"1470","517","2",""
"1471","489","2",""
"1472","489","5","159"
"1473","466","2",""
"1474","455","2",""
"1475","434","2",""
"1476","510","2",""
"1477","517","2",""
"1478","514","2",""
"1479","372","2",""
"1480","518","2",""
"1481","443","2",""
"1482","444","2",""
"1483","494","2",""
"1484","339","2",""
"1485","516","2",""
"1486","526","2",""
"1487","267","2",""
"1488","489","2",""
"1489","466","2",""
"1490","482","2",""
"1491","98","2",""
"1492","187","2",""
"1493","528","2",""
"1498","518","2",""
"1499","14","2",""
"1500","14","5","97"
"1501","518","2",""
"1502","483","2",""
"1504","539","2",""
"1506","488","2",""
"1507","344","2",""
"1508","519","2",""
"1509","522","2",""
"1510","538","2",""
"1511","341","2",""
"1512","536","2",""
"1513","539","2",""
"1514","58","2",""
"1515","58","1",""
"1516","489","2",""
"1517","523","2",""
"1518","357","2",""
"1519","518","2",""
"1520","225","2",""
"1521","234","2",""
"1522","241","2",""
"1523","541","2",""
"1524","497","2",""
"1525","483","2",""
"1527","489","2",""
"1528","206","2",""
"1530","539","2",""
"1531","541","2",""
"1532","225","2",""
"1533","239","2",""
"1534","119","2",""
"1536","398","2",""
"1537","9","5","93"
"1538","427","2",""
"1539","225","2",""
"1540","416","2",""
"1541","345","1",""
"1547","443","5","159"
"1548","443","2",""
"1549","341","2",""
"1550","536","2",""
"1551","521","2",""
"1552","510","2",""
"1553","517","2",""
"1554","489","2",""
"1556","246","2",""
"1557","476","2",""
"1558","484","10",""
"1560","206","2",""
"1563","242","2",""
"1564","225","2",""
"1565","234","2",""
"1566","497","2",""
"1567","550","2",""
"1568","168","2",""
"1569","155","2",""
"1570","360","2",""
"1572","434","2",""
"1573","480","2",""
"1574","480","5","323"
"1576","493","2",""
"1577","483","2",""
"1578","434","1",""
"1579","456","1",""
"1580","350","2",""
"1581","261","2",""
"1582","346","2",""
"1584","32","2",""
"1585","321","2",""
"1586","239","2",""
"1587","119","2",""
"1588","552","2",""
"1591","555","2",""
"1592","283","1",""
"1593","487","2",""
"1594","552","2",""
"1595","481","2",""
"1596","529","2",""
"1597","81","2",""
"1598","539","2",""
"1599","555","2",""
"1600","559","2",""
"1601","547","3",""
"1602","493","2",""
"1603","545","2",""
"1604","301","2",""
"1605","305","2",""
"1606","556","2",""
"1607","517","1",""
"1608","512","1",""
"1609","553","2",""
"1610","501","2",""
"1611","558","2",""
"1613","537","2",""
"1614","561","2",""
"1615","553","2",""
"1616","554","1",""
"1617","554","2",""
"1618","539","2",""
"1619","515","2",""
"1620","300","2",""
"1621","536","2",""
"1622","561","2",""
"1623","562","2",""
"1624","537","2",""
"1625","226","2",""
"1626","564","2",""
"1627","560","2",""
"1628","487","2",""
"1629","350","2",""
"1630","555","2",""
"1631","474","2",""
"1632","539","2",""
"1633","488","2",""
"1634","564","2",""
"1635","512","2",""
"1636","558","2",""
"1637","85","2",""
"1638","85","5","198"
"1639","539","2",""
"1641","486","2",""
"1642","539","2",""
"1643","531","2",""
"1644","444","2",""
"1645","494","2",""
"1646","572","2",""
"1647","558","2",""
"1648","483","2",""
"1649","571","2",""
"1650","480","2",""
"1651","566","2",""
"1652","447","1",""
"1653","516","2",""
"1654","545","2",""
"1655","542","2",""
"1656","577","2",""
"1657","537","2",""
"1658","545","2",""
"1659","539","1",""
"1660","560","2",""
